,GlaThiDa_ID,POLITICAL_UNIT,GLACIER_NAME,GLACIER_DB,GLACIER_ID,LAT,LON,SURVEY_DATE,ELEVATION_DATE,AREA,MEAN_SLOPE,MEAN_THICKNESS,MEAN_THICKNESS_UNCERTAINTY,MAXIMUM_THICKNESS,MAX_THICKNESS_UNCERTAINTY,SURVEY_METHOD,SURVEY_METHOD_DETAILS,NUMBER_OF_SURVEY_POINTS,NUMBER_OF_SURVEY_PROFILES,TOTAL_LENGTH_OF_SURVEY_PROFILES,INTERPOLATION_METHOD,INVESTIGATOR,SPONSORING_AGENCY,REFERENCES,DATA_FLAG,REMARKS,RGIId,RGI Centroid Distance
81,82,KZ,KHORGOSSKIY,,,44.5846,80.2417,19819999.0,19819999.0,2.5,0.0,42.0,,,,GPRa,,,,,,,,"Macheret et al., (1988). MGI.",,"MEAN_SLOPE: based on Bahr et al., (1997). JGR.; LAT/LON: based on GoogleEarth POLITICAL_UNIT updated by spatial query with data from gadm.org.",RGI60-13.05200,0.07987099414193687 km
82,83,KZ,TISHKAN,,,44.6142,80.1426,19819999.0,19819999.0,2.1,0.0,27.0,,,,GPRa,,,,,,,,"Macheret et al., (1988). MGI.",,"MEAN_SLOPE: based on Bahr et al., (1997). JGR.; LAT/LON: based on GoogleEarth POLITICAL_UNIT updated by spatial query with data from gadm.org.",RGI60-13.05267,0.21107061216957115 km
83,84,KZ,MAJAK VOSTOCHNIY,,,44.5723,80.172,19819999.0,19819999.0,1.4,0.0,59.0,,,,GPRa,,,,,,,,"Macheret et al., (1988). MGI.",,"MEAN_SLOPE: based on Bahr et al., (1997). JGR.; LAT/LON: based on GoogleEarth POLITICAL_UNIT updated by spatial query with data from gadm.org.",RGI60-13.05217,0.1093606026657111 km
84,85,KZ,125,,,44.5804,80.1887,19819999.0,19819999.0,1.9,0.0,36.0,,,,GPRa,,,,,,,,"Macheret et al., (1988). MGI.",,"MEAN_SLOPE: based on Bahr et al., (1997). JGR.; LAT/LON: based on GoogleEarth POLITICAL_UNIT updated by spatial query with data from gadm.org.",RGI60-13.05218,0.3307559516733589 km
85,86,KZ,MAJAK ZAPADNIY,,,44.56647,80.12033,19819999.0,19819999.0,0.9,0.0,48.0,,,,GPRa,,,,,,,,"Macheret et al., (1988). MGI.",,"MEAN_SLOPE: based on Bahr et al., (1997). JGR.; LAT/LON: based on GoogleEarth POLITICAL_UNIT updated by spatial query with data from gadm.org.",RGI60-13.05291,0.00024385941454018047 km
86,87,KZ,SAGRIR,,,44.59,80.1179,19819999.0,19819999.0,1.5,0.0,33.0,,,,GPRa,,,,,,,,"Macheret et al., (1988). MGI.",,"MEAN_SLOPE: based on Bahr et al., (1997). JGR.; LAT/LON: based on GoogleEarth POLITICAL_UNIT updated by spatial query with data from gadm.org.",RGI60-13.05285,0.24884851146797904 km
87,88,KZ,168,,,44.6254,80.1304,19819999.0,19819999.0,1.3,,35.0,,,,GPRa,,,,,,,,"Macheret et al., (1988). MGI.",,"MEAN_SLOPE: based on Bahr et al., (1997). JGR.; LAT/LON: based on GoogleEarth POLITICAL_UNIT updated by spatial query with data from gadm.org.",RGI60-13.05266,0.31694266473965516 km
88,89,KZ,163,,,44.5927,80.1082,19819999.0,19819999.0,0.8,,29.0,,,,GPRa,,,,,,,,"Macheret et al., (1988). MGI.",,"MEAN_SLOPE: based on Bahr et al., (1997). JGR.; LAT/LON: based on GoogleEarth POLITICAL_UNIT updated by spatial query with data from gadm.org.",RGI60-13.05282,0.22232026699531773 km
89,90,KZ,162,,,44.5901,80.0912,19819999.0,19819999.0,1.4,,30.0,,,,GPRa,,,,,,,,"Macheret et al., (1988). MGI.",,"MEAN_SLOPE: based on Bahr et al., (1997). JGR.; LAT/LON: based on GoogleEarth POLITICAL_UNIT updated by spatial query with data from gadm.org.",RGI60-13.05283,0.1070482579873891 km
90,91,KZ,SHUMSKOGO,WGI,SU5A03003025,45.08,80.23,19849999.0,,2.82,0.0,62.0,,,,GPRt,,,,,,,,"Bahr et al., (1997). JGR. based on Macheret et al., (1988). MGI.",,LAT/LON: from FoG 2009 POLITICAL_UNIT updated by spatial query with data from gadm.org.,RGI60-13.05504,0.3037660057823926 km
91,92,KZ,MURAVLEV,FOG,796,45.0958,80.23832,19849999.0,,1.0,0.0,61.0,,,,GPRt,,,,,,,,"Bahr et al., (1997). JGR. based on Macheret et al., (1988). MGI.",,,RGI60-13.05496,0.00022968631550438498 km
92,93,AT,BRANDNER,WGI,AT4R013IL029,47.06,9.6983,19559999.0,19559999.0,1.84,,20.0,3.0,,,SEI,,,25.0,,,,,"Förtsch, O. and Vidal, H. (1958). ZGG.",,,RGI60-11.00408,0.25815265557409306 km
93,94,CH,FINDELEN,WGI,CH4N01356003,46.0,7.87,,,19.09,,78.0,,,,SEI,,,,,,,,"Chen, J. and Ohmura, A., (1990). IAHS Publ.",,,RGI60-11.02773,0.7124643234967161 km
94,95,AT,GEFRORENE WAND,WGI,AT4J143ZI110,47.0654,11.6636,,,4.59,,20.0,,,,SEI,,,,,,,,"Chen, J. and Ohmura, A., (1990). IAHS Publ.",,,RGI60-11.00311,0.0 km
95,96,AT,GEPATSCHFERNER,WGI,AT4J143FA022,46.8458,10.7487,19539999.0,19539999.0,17.69,,71.0,,200.0,,SEI,,,,,,,,"Förtsch et al., (1955). BzG. and Giese, P., (1963). IAHS Publ.",,,RGI60-11.00746,0.7207834163274848 km
96,97,AT,GR. GOSAU,WGI,AT4J142TR004,47.48,13.6,19689999.0,19689999.0,1.33,,29.0,,80.0,,SEI,,,3.0,,,,,"Brückl et al., (1971). ZAMG. and Steinhauser, F. (1987). ALGB.",,MAXIMUM_THICKNESS: maximum measured ice thickness,RGI60-11.00005,0.3492360050881047 km
97,98,AT,GURGLER,WGI,AT4J143OE074,46.790188,10.981328,19569999.0,19569999.0,11.14,,36.0,10.0,,,SEI,,,17.0,,,,,"Förtsch, O. and Vidal, H. (1957). BzG.",,,RGI60-11.00887,0.6409358889703544 km
98,99,AT,GUSLAR GR.,WGI,AT4J143OE132,46.85,10.8,,,1.76,,49.0,,,,SEI,,,,,,,,"Chen, J. and Ohmura, A., (1990). IAHS Publ.",,,RGI60-11.00814,0.38938649009083154 km
99,100,AT,HALLSTAETTER,WGI,AT4J142TR002,47.48,13.62,19689999.0,19689999.0,3.58,,33.0,,92.0,,SEI,,,,,,,,"Brückl et al., (1971). ZAMG. and Steinhauser, F. (1987). ALGB.",,MAXIMUM_THICKNESS: maximum measured ice thickness,RGI60-11.00002,0.7002224373853436 km
100,101,AT,HINTEREISFERNER,WGI,AT4J143OE125,46.8,10.77,19549999.0,19549999.0,8.0,,50.0,,290.0,,SEI,,,23.0,14.0,,,,"Förtsch, O. and Vidal, H. (1956). BzG.",,,RGI60-11.00897,0.8861616530636413 km
101,102,AT,KESSELWAND,WGI,AT4J143OE129,46.8383,10.7933,19539999.0,19539999.0,4.24,,67.0,,,,SEI,,,,,,,,"Förtsch et al., (1955). BzG.",,,RGI60-11.00787,0.49707014206517103 km
102,103,AT,PASTERZE,WGI,AT4J131MO027,47.1,12.7,,,19.78,,63.0,,,,SEI,,,,,,,,"Chen, J. and Ohmura, A., (1990). IAHS Publ.",,,RGI60-11.00106,0.26976006097366245 km
103,104,AT,SCHLADMINGER GLETSCHER,WGI,AT4J142TR001,47.47,13.63,19679999.0,19679999.0,0.9,,9.0,,30.0,,SEI,,,3.0,,,,,"Brückl et al., (1971). ZAMG. and Steinhauser, F. (1987). ALGB.",,MAXIMUM_THICKNESS: maximum measured ice thickness,RGI60-11.00006,0.09391657147665311 km
104,105,AT,SCHMIEDINGERKEES,WGI,AT4J143SA081,47.193452,12.685416,19669999.0,19669999.0,1.44,,32.0,,,,SEI,,,,,,,,"Thyssen, F. and Kohnen, H., (1968). Polarfor.",,,RGI60-11.00014,0.3129971316388656 km
105,106,AT,SULZTALFERNER,WGI,AT4J143OE022,47.000215,11.076637,19579999.0,19579999.0,4.14,,48.0,,,,SEI,,,9.0,,,,,"Förtsch, O. and Vidal, H. (1968). ZGG.",,,RGI60-11.00487,0.31240336513064476 km
106,107,AT,VERNAGTFERNER,WGI,AT4J143OE133,46.88,10.82,,,9.56,,61.0,,,,SEI,,,,,,,,"Chen, J. and Ohmura, A., (1990). IAHS Publ.",,,RGI60-11.00719,0.449109132741196 km
107,108,CH,ZMUTTGLETSCHER,WGI,CH4N01357005,45.99554,7.62932,,,16.98,,79.0,,,,SEI,,,,,,,,"Chen, J. and Ohmura, A., (1990). IAHS Publ.",,,RGI60-11.02811,1.679109403264075 km
108,109,SJ,ALDEGONDABREEN,WGI,NO4W01410008,77.97,14.092,,,10.3,,69.0,,150.0,,GPRa,,,,,,,,"Zhuravlev, A.B., (1981). MGI. and Macheret, Y.Y. and Zhuravlev, A.B, (1982). Jour. Glac. and Zhuravlev, A.B., (1988). MGI.",1.0,"DATA_FLAG: According to Dowdeswell et al. 1984 (https://doi.org/10.3189/S0022143000008431), Macheret and Zhuravlev 1982 (https://doi.org/10.3189/S0022143000011643) wrongly interpreted the interface between cold and temperate ice as the bed on many glaciers.",RGI60-07.01079,0.5554417957975779 km
109,110,SJ,ANTONIABREEN,WGI,NO4W01310016,77.4722,14.9968,,,32.0,,125.0,,350.0,,GPRa,,,,,,,,"Zhuravlev, A.B., (1981). MGI. and Macheret, Y.Y. and Zhuravlev, A.B, (1982). Jour. Glac. and Zhuravlev, A.B., (1988). MGI.",1.0,"MEAN_THICKNESS value differs from Bahr et al., (1997). DATA_FLAG: According to Dowdeswell et al. 1984 (https://doi.org/10.3189/S0022143000008431), Macheret and Zhuravlev 1982 (https://doi.org/10.3189/S0022143000011643) wrongly interpreted the interface between cold and temperate ice as the bed on many glaciers.",RGI60-07.00229,0.0 km
110,111,SJ,BERTILBREEN,WGI,NO4W01450014,78.6944,16.2654,,,6.0,,73.0,,140.0,,GPRa,,,,,,,,"Zhuravlev, A.B., (1981). MGI. and Macheret, Y.Y. and Zhuravlev, A.B, (1982). Jour. Glac. and Zhuravlev, A.B., (1988). MGI.",1.0,"DATA_FLAG: According to Dowdeswell et al. 1984 (https://doi.org/10.3189/S0022143000008431), Macheret and Zhuravlev 1982 (https://doi.org/10.3189/S0022143000011643) wrongly interpreted the interface between cold and temperate ice as the bed on many glaciers.",RGI60-07.00593,0.45414431093300667 km
111,112,SJ,BOGERBREEN,WGI,NO4W01420006,78.1316,15.6254,,,4.5,,67.0,,145.0,,GPRa,,,,,,,,"Zhuravlev, A.B., (1981). MGI. and Macheret, Y.Y. and Zhuravlev, A.B, (1982). Jour. Glac. and Zhuravlev, A.B., (1988). MGI.",1.0,"DATA_FLAG: According to Dowdeswell et al. 1984 (https://doi.org/10.3189/S0022143000008431), Macheret and Zhuravlev 1982 (https://doi.org/10.3189/S0022143000011643) wrongly interpreted the interface between cold and temperate ice as the bed on many glaciers.",RGI60-07.01132,0.39190122090266866 km
112,113,SJ,AUSTRE BROEGGERBREEN,WGI,NO4W01550004,78.88,11.83,,,13.3,,57.0,,135.0,,GPRa,,,,,,,,"Zhuravlev, A.B., (1981). MGI. and Macheret, Y.Y. and Zhuravlev, A.B, (1982). Jour. Glac. and Zhuravlev, A.B., (1988). MGI.",1.0,"DATA_FLAG: According to Dowdeswell et al. 1984 (https://doi.org/10.3189/S0022143000008431), Macheret and Zhuravlev 1982 (https://doi.org/10.3189/S0022143000011643) wrongly interpreted the interface between cold and temperate ice as the bed on many glaciers.",RGI60-07.00504,0.8487766056240343 km
113,114,SJ,VESTRE BROEGGERBREEN,WGI,NO4W01550003,78.911,11.7267,,,5.6,,43.0,,95.0,,GPRa,,,,,,,,"Zhuravlev, A.B., (1981). MGI. and Macheret, Y.Y. and Zhuravlev, A.B, (1982). Jour. Glac. and Zhuravlev, A.B., (1988). MGI.",1.0,"DATA_FLAG: According to Dowdeswell et al. 1984 (https://doi.org/10.3189/S0022143000008431), Macheret and Zhuravlev 1982 (https://doi.org/10.3189/S0022143000011643) wrongly interpreted the interface between cold and temperate ice as the bed on many glaciers.",RGI60-07.00503,0.7671399848862733 km
114,115,SJ,VORINGBREEN,WGI,NO4W01410005,78.0412,13.958,,,2.1,,62.0,,120.0,,GPRa,,,,,,,,"Zhuravlev, A.B., (1981). MGI. and Macheret, Y.Y. and Zhuravlev, A.B, (1982). Jour. Glac. and Zhuravlev, A.B., (1988). MGI.",1.0,"DATA_FLAG: According to Dowdeswell et al. 1984 (https://doi.org/10.3189/S0022143000008431), Macheret and Zhuravlev 1982 (https://doi.org/10.3189/S0022143000011643) wrongly interpreted the interface between cold and temperate ice as the bed on many glaciers.",RGI60-07.01060,0.1093877649154756 km
115,116,SJ,DAHLFONNA,WGI,NO4W01410001,77.8978,14.0176,,,9.8,,88.0,,110.0,,GPRa,,,,,,,,"Zhuravlev, A.B., (1981). MGI. and Macheret, Y.Y. and Zhuravlev, A.B, (1982). Jour. Glac. and Zhuravlev, A.B., (1988). MGI.",1.0,"DATA_FLAG: According to Dowdeswell et al. 1984 (https://doi.org/10.3189/S0022143000008431), Macheret and Zhuravlev 1982 (https://doi.org/10.3189/S0022143000011643) wrongly interpreted the interface between cold and temperate ice as the bed on many glaciers.",RGI60-07.01080,0.0 km
116,117,SJ,LEIN,,,77.465,15.3287,,,4.1,,76.0,,110.0,,GPRa,,,,,,,,"Zhuravlev, A.B., (1981). MGI. and Macheret, Y.Y. and Zhuravlev, A.B, (1982). Jour. Glac. and Zhuravlev, A.B., (1988). MGI.",1.0,"DATA_FLAG: According to Dowdeswell et al. 1984 (https://doi.org/10.3189/S0022143000008431), Macheret and Zhuravlev 1982 (https://doi.org/10.3189/S0022143000011643) wrongly interpreted the interface between cold and temperate ice as the bed on many glaciers.",RGI60-07.00230,0.17119090179118215 km
117,118,SJ,MIDRE LOVENBREEN,WGI,NO4W01550006,78.88,12.07,,,5.8,,64.0,,150.0,,GPRa,,,,,,,,"Zhuravlev, A.B., (1981). MGI. and Macheret, Y.Y. and Zhuravlev, A.B, (1982). Jour. Glac. and Zhuravlev, A.B., (1988). MGI.",1.0,"DATA_FLAG: According to Dowdeswell et al. 1984 (https://doi.org/10.3189/S0022143000008431), Macheret and Zhuravlev 1982 (https://doi.org/10.3189/S0022143000011643) wrongly interpreted the interface between cold and temperate ice as the bed on many glaciers.",RGI60-07.00493,0.8701348293567941 km
118,119,SJ,MAERJELENBREEN,WGI,NO4W01320004,77.4474,15.4583,,,6.4,,73.0,,120.0,,GPRa,,,,,,,,"Zhuravlev, A.B., (1981). MGI. and Macheret, Y.Y. and Zhuravlev, A.B, (1982). Jour. Glac. and Zhuravlev, A.B., (1988). MGI.",1.0,"DATA_FLAG: According to Dowdeswell et al. 1984 (https://doi.org/10.3189/S0022143000008431), Macheret and Zhuravlev 1982 (https://doi.org/10.3189/S0022143000011643) wrongly interpreted the interface between cold and temperate ice as the bed on many glaciers.",RGI60-07.00232,0.36679142604685283 km
119,120,SJ,PENCKBREEN,WGI,NO4W01320005,77.4745,15.6411,,,83.0,,107.0,,150.0,,GPRa,,,,,,,,"Zhuravlev, A.B., (1981). MGI. and Macheret, Y.Y. and Zhuravlev, A.B, (1982). Jour. Glac. and Zhuravlev, A.B., (1988). MGI.",1.0,"DATA_FLAG: According to Dowdeswell et al. 1984 (https://doi.org/10.3189/S0022143000008431), Macheret and Zhuravlev 1982 (https://doi.org/10.3189/S0022143000011643) wrongly interpreted the interface between cold and temperate ice as the bed on many glaciers.",RGI60-07.00109,3.806400141497899 km
120,121,SJ,REVTANNBREEN,,,77.4794,15.1349,,,5.9,,49.0,,125.0,,GPRa,,,,,,,,"Zhuravlev, A.B., (1981). MGI. and Macheret, Y.Y. and Zhuravlev, A.B, (1982). Jour. Glac. and Zhuravlev, A.B., (1988). MGI.",1.0,"DATA_FLAG: According to Dowdeswell et al. 1984 (https://doi.org/10.3189/S0022143000008431), Macheret and Zhuravlev 1982 (https://doi.org/10.3189/S0022143000011643) wrongly interpreted the interface between cold and temperate ice as the bed on many glaciers.",RGI60-07.00118,2.8494457274304863 km
121,122,SJ,SUESSBREEN,,,77.4253,15.8111,,,9.0,,60.0,,130.0,,GPRa,,,,,,,,"Zhuravlev, A.B., (1981). MGI. and Macheret, Y.Y. and Zhuravlev, A.B, (1982). Jour. Glac. and Zhuravlev, A.B., (1988). MGI.",1.0,"DATA_FLAG: According to Dowdeswell et al. 1984 (https://doi.org/10.3189/S0022143000008431), Macheret and Zhuravlev 1982 (https://doi.org/10.3189/S0022143000011643) wrongly interpreted the interface between cold and temperate ice as the bed on many glaciers.",RGI60-07.00104,2.9353974852587443 km
122,123,SJ,FINSTERWALDERBR,WGI,NO4W01320002,77.483,15.25,,,38.0,,74.0,,175.0,,GPRa,,,,,,,,"Zhuravlev, A.B., (1981). MGI. and Macheret, Y.Y. and Zhuravlev, A.B, (1982). Jour. Glac. and Zhuravlev, A.B., (1988). MGI.",1.0,"DATA_FLAG: According to Dowdeswell et al. 1984 (https://doi.org/10.3189/S0022143000008431), Macheret and Zhuravlev 1982 (https://doi.org/10.3189/S0022143000011643) wrongly interpreted the interface between cold and temperate ice as the bed on many glaciers.",RGI60-07.00231,2.4738160650871417 km
123,124,SJ,HESSBREEN,WGI,NO4W01320001,77.5082,15.1125,,,7.2,,64.0,,115.0,,GPRa,,,,,,,,"Zhuravlev, A.B., (1981). MGI. and Macheret, Y.Y. and Zhuravlev, A.B, (1982). Jour. Glac. and Zhuravlev, A.B., (1988). MGI.",1.0,"DATA_FLAG: According to Dowdeswell et al. 1984 (https://doi.org/10.3189/S0022143000008431), Macheret and Zhuravlev 1982 (https://doi.org/10.3189/S0022143000011643) wrongly interpreted the interface between cold and temperate ice as the bed on many glaciers.",RGI60-07.00118,0.5168549349129137 km
124,125,SJ,ERDMANNBREEN,WGI,NO4W01370009,77.8792,14.108,,,11.2,,126.0,,210.0,,GPRa,,,,,,,,"Zhuravlev, A.B., (1981). MGI. and Macheret, Y.Y. and Zhuravlev, A.B, (1982). Jour. Glac. and Zhuravlev, A.B., (1988). MGI.",1.0,"DATA_FLAG: According to Dowdeswell et al. 1984 (https://doi.org/10.3189/S0022143000008431), Macheret and Zhuravlev 1982 (https://doi.org/10.3189/S0022143000011643) wrongly interpreted the interface between cold and temperate ice as the bed on many glaciers.",RGI60-07.01081,0.439668881864329 km
125,126,SJ,BOREBREEN,WGI,NO4W01490000,78.4417,13.9,,,120.0,,111.0,,185.0,,GPRa,,,,,,,,"Zhuravlev, A.B., (1981). MGI. and Macheret, Y.Y. and Zhuravlev, A.B, (1982). Jour. Glac. and Zhuravlev, A.B., (1988). MGI.",1.0,"DATA_FLAG: According to Dowdeswell et al. 1984 (https://doi.org/10.3189/S0022143000008431), Macheret and Zhuravlev 1982 (https://doi.org/10.3189/S0022143000011643) wrongly interpreted the interface between cold and temperate ice as the bed on many glaciers.",RGI60-07.00464,3.3988901891283034 km
126,127,SJ,BJOERNBREEN,,,77.3721,15.1641,,,34.9,,70.0,,165.0,,GPRa,,,,,,,,"Zhuravlev, A.B., (1981). MGI. and Macheret, Y.Y. and Zhuravlev, A.B, (1982). Jour. Glac. and Zhuravlev, A.B., (1988). MGI.",1.0,"DATA_FLAG: According to Dowdeswell et al. 1984 (https://doi.org/10.3189/S0022143000008431), Macheret and Zhuravlev 1982 (https://doi.org/10.3189/S0022143000011643) wrongly interpreted the interface between cold and temperate ice as the bed on many glaciers.",RGI60-07.00228,5.133250070054756 km
127,128,SJ,WAHLENBERGBREEN,,,78.5843,13.8587,,,96.6,,133.0,,195.0,,GPRa,,,,,,,,"Zhuravlev, A.B., (1981). MGI. and Macheret, Y.Y. and Zhuravlev, A.B, (1982). Jour. Glac. and Zhuravlev, A.B., (1988). MGI.",1.0,"DATA_FLAG: According to Dowdeswell et al. 1984 (https://doi.org/10.3189/S0022143000008431), Macheret and Zhuravlev 1982 (https://doi.org/10.3189/S0022143000011643) wrongly interpreted the interface between cold and temperate ice as the bed on many glaciers.",RGI60-07.00465,4.440079273005723 km
128,129,SJ,WERENSKIOLDBREEN,,,77.0746,15.3439,,,34.0,,88.0,,320.0,,GPRa,,,,,,,,"Zhuravlev, A.B., (1981). MGI. and Macheret, Y.Y. and Zhuravlev, A.B, (1982). Jour. Glac. and Zhuravlev, A.B., (1988). MGI.",1.0,"MEAN_THICKNESS value differs from Bahr et al., (1997). DATA_FLAG: According to Dowdeswell et al. 1984 (https://doi.org/10.3189/S0022143000008431), Macheret and Zhuravlev 1982 (https://doi.org/10.3189/S0022143000011643) wrongly interpreted the interface between cold and temperate ice as the bed on many glaciers.",RGI60-07.00246,1.3840766407814797 km
129,130,SJ,VESTGOETABREEN,,,78.462,12.9026,,,12.6,,100.0,,145.0,,GPRa,,,,,,,,"Zhuravlev, A.B., (1981). MGI. and Macheret, Y.Y. and Zhuravlev, A.B, (1982). Jour. Glac. and Zhuravlev, A.B., (1988). MGI.",1.0,"DATA_FLAG: According to Dowdeswell et al. 1984 (https://doi.org/10.3189/S0022143000008431), Macheret and Zhuravlev 1982 (https://doi.org/10.3189/S0022143000011643) wrongly interpreted the interface between cold and temperate ice as the bed on many glaciers.",RGI60-07.00312,0.46365942723021564 km
130,131,SJ,VETERANEN,WGI,NO4W01720000,79.2837,17.2692,,,165.0,,148.0,,500.0,,GPRa,,,,,,,,"Zhuravlev, A.B., (1981). MGI. and Macheret, Y.Y. and Zhuravlev, A.B, (1982). Jour. Glac. and Zhuravlev, A.B., (1988). MGI.",1.0,"MEAN_THICKNESS value differs from Bahr et al., (1997). DATA_FLAG: According to Dowdeswell et al. 1984 (https://doi.org/10.3189/S0022143000008431), Macheret and Zhuravlev 1982 (https://doi.org/10.3189/S0022143000011643) wrongly interpreted the interface between cold and temperate ice as the bed on many glaciers.",RGI60-07.00881,3.4784355851268556 km
131,132,SJ,HYDROGRAFBREEN,,,78.4552,12.7506,,,12.8,,63.0,,110.0,,GPRa,,,,,,,,"Zhuravlev, A.B., (1981). MGI. and Macheret, Y.Y. and Zhuravlev, A.B, (1982). Jour. Glac. and Zhuravlev, A.B., (1988). MGI.",1.0,"DATA_FLAG: According to Dowdeswell et al. 1984 (https://doi.org/10.3189/S0022143000008431), Macheret and Zhuravlev 1982 (https://doi.org/10.3189/S0022143000011643) wrongly interpreted the interface between cold and temperate ice as the bed on many glaciers.",RGI60-07.00311,0.40268776284867586 km
132,133,SJ,VESTRE GROENFJORDBREEN,,,77.9116,14.1991,,,36.4,,77.0,,165.0,,GPRa,,,,,,,,"Zhuravlev, A.B., (1981). MGI. and Macheret, Y.Y. and Zhuravlev, A.B, (1982). Jour. Glac. and Zhuravlev, A.B., (1988). MGI.",1.0,"DATA_FLAG: According to Dowdeswell et al. 1984 (https://doi.org/10.3189/S0022143000008431), Macheret and Zhuravlev 1982 (https://doi.org/10.3189/S0022143000011643) wrongly interpreted the interface between cold and temperate ice as the bed on many glaciers.",RGI60-07.01082,0.766088522441728 km
133,134,SJ,AUSTRE GROENFJORDDBREEN,,,77.916,14.3433,,,12.1,,62.0,,210.0,,GPRa,,,,,,,,"Zhuravlev, A.B., (1981). MGI. and Macheret, Y.Y. and Zhuravlev, A.B, (1982). Jour. Glac. and Zhuravlev, A.B., (1988). MGI.",1.0,"DATA_FLAG: According to Dowdeswell et al. 1984 (https://doi.org/10.3189/S0022143000008431), Macheret and Zhuravlev 1982 (https://doi.org/10.3189/S0022143000011643) wrongly interpreted the interface between cold and temperate ice as the bed on many glaciers.",RGI60-07.01416,1.3804483270121546 km
134,135,SJ,COOKBREEN,WGI,NO4W01690001,79.2594,16.4557,,,18.0,,196.0,,310.0,,GPRa,,,,,,,,"Zhuravlev, A.B., (1981). MGI. and Macheret, Y.Y. and Zhuravlev, A.B, (1982). Jour. Glac. and Zhuravlev, A.B., (1988). MGI.",1.0,"DATA_FLAG: According to Dowdeswell et al. 1984 (https://doi.org/10.3189/S0022143000008431), Macheret and Zhuravlev 1982 (https://doi.org/10.3189/S0022143000011643) wrongly interpreted the interface between cold and temperate ice as the bed on many glaciers.",RGI60-07.00850,1.8172484445937964 km
135,136,SJ,IDABREEN,,,79.599,12.2719,,,11.4,,68.0,,100.0,,GPRa,,,,,,,,"Zhuravlev, A.B., (1981). MGI. and Macheret, Y.Y. and Zhuravlev, A.B, (1982). Jour. Glac. and Zhuravlev, A.B., (1988). MGI.",1.0,"DATA_FLAG: According to Dowdeswell et al. 1984 (https://doi.org/10.3189/S0022143000008431), Macheret and Zhuravlev 1982 (https://doi.org/10.3189/S0022143000011643) wrongly interpreted the interface between cold and temperate ice as the bed on many glaciers.",RGI60-07.00775,1.2982788273627586 km
136,137,SJ,KANTBREEN,WGI,NO4W01720007,79.3253,17.8059,,,24.9,,150.0,,330.0,,GPRa,,,,,,,,"Zhuravlev, A.B., (1981). MGI. and Macheret, Y.Y. and Zhuravlev, A.B, (1982). Jour. Glac. and Zhuravlev, A.B., (1988). MGI.",1.0,"DATA_FLAG: According to Dowdeswell et al. 1984 (https://doi.org/10.3189/S0022143000008431), Macheret and Zhuravlev 1982 (https://doi.org/10.3189/S0022143000011643) wrongly interpreted the interface between cold and temperate ice as the bed on many glaciers.",RGI60-07.01383,3.683944689870835 km
137,138,SJ,KONGSVEGEN,WGI,NO4W01550010,78.8,12.98,,,140.0,,56.0,,165.0,,GPRa,,,,,,,,"Zhuravlev, A.B., (1981). MGI. and Macheret, Y.Y. and Zhuravlev, A.B, (1982). Jour. Glac. and Zhuravlev, A.B., (1988). MGI.",1.0,"DATA_FLAG: According to Dowdeswell et al. 1984 (https://doi.org/10.3189/S0022143000008431), Macheret and Zhuravlev 1982 (https://doi.org/10.3189/S0022143000011643) wrongly interpreted the interface between cold and temperate ice as the bed on many glaciers.",RGI60-07.01481,3.9184052988570888 km
138,139,SJ,LOEVLIEBREEN,WGI,NO4W01530005,78.4754,13.0411,,,11.0,,99.0,,165.0,,GPRa,,,,,,,,"Zhuravlev, A.B., (1981). MGI. and Macheret, Y.Y. and Zhuravlev, A.B, (1982). Jour. Glac. and Zhuravlev, A.B., (1988). MGI.",1.0,"DATA_FLAG: According to Dowdeswell et al. 1984 (https://doi.org/10.3189/S0022143000008431), Macheret and Zhuravlev 1982 (https://doi.org/10.3189/S0022143000011643) wrongly interpreted the interface between cold and temperate ice as the bed on many glaciers.",RGI60-07.00305,0.2737121680703068 km
139,140,SJ,MITTAG-LEFFLERBREEN,WGI,NO4W01680000,78.8158,16.7082,,,190.0,,170.0,,540.0,,GPRa,,,,,,,,"Zhuravlev, A.B., (1981). MGI. and Macheret, Y.Y. and Zhuravlev, A.B, (1982). Jour. Glac. and Zhuravlev, A.B., (1988). MGI.",1.0,"DATA_FLAG: According to Dowdeswell et al. 1984 (https://doi.org/10.3189/S0022143000008431), Macheret and Zhuravlev 1982 (https://doi.org/10.3189/S0022143000011643) wrongly interpreted the interface between cold and temperate ice as the bed on many glaciers.",RGI60-07.01490,5.090906906236825 km
140,141,SJ,NANSENBREEN,WGI,NO4W01490001,78.3763,13.8982,,,47.0,,70.0,,120.0,,GPRa,,,,,,,,"Zhuravlev, A.B., (1981). MGI. and Macheret, Y.Y. and Zhuravlev, A.B, (1982). Jour. Glac. and Zhuravlev, A.B., (1988). MGI.",1.0,"DATA_FLAG: According to Dowdeswell et al. 1984 (https://doi.org/10.3189/S0022143000008431), Macheret and Zhuravlev 1982 (https://doi.org/10.3189/S0022143000011643) wrongly interpreted the interface between cold and temperate ice as the bed on many glaciers.",RGI60-07.00463,0.6753386917944632 km
